panel,markerstring,gating hierarchy,public_population_name,presented on webpage as,ancestral population,fraction_name,population_for_backcounts_within_panel,population_for_backcounts_P6,complex_cases
P8,CD19-CD3-CD14+CD16-HLADR+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Classical_monocytes_08 | Median (hladr),HLADR_MFI_Classical_monocytes,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14+CD16-CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Classical_monocytes_08 | Median (CD86),CD86_MFI_Classical_monocytes,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14+CD16-CD86+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Classical_monocytes_08/CM_CD86p_08 | Count,CD86pos_Classical_monocytes,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Classical_monocytes_08 | Count,CM_CD86p_08/Classical_monocytes_08,NA,NA,NA
P8,CD19-CD3-CD14+CD16-CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Classical_monocytes_08/CM_CD86p_08 | Median (CD86),CD86MFI_CD86pos_Classical_monocytes,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14+CD16+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Intermediate_monocytes_08 | Count,Intermediate_monoyctes,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08 | Count,Intermediate_monocytes_08/Monocytes_08,NA,NA,NA
P8,CD19-CD3-CD14+CD16+HLADR+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Intermediate_monocytes_08 | Median (hladr),HLADR_MFI_Intermediate_monoyctes,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14+CD16+CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Intermediate_monocytes_08 | Median (CD86),CD86_MFI_Intermediate_monoyctes,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14+CD16+CD86+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Intermediate_monocytes_08/IM_CD86p_08 | Count,CD86pos_Intermediate_monoyctes,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Intermediate_monocytes_08 | Count,IM_CD86p_08/Intermediate_monocytes_08,NA,NA,NA
P8,CD19-CD3-CD14+CD16+CD86+CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Intermediate_monocytes_08/IM_CD86p_08 | Median (CD86),CD86MFI_CD86pos_Intermediate_monoyctes,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Patrolling_monocytes_08 | Count,Patrolling_monocytes,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08 | Count,Patrolling_monocytes_08/Monocytes_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Patrolling_monocytes_08 | Median (hladr),HLADR_MFI_Patrolling_monocytes,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Patrolling_monocytes_08 | Median (CD86),CD86_MFI_Patrolling_monocytes,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+CD86+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Patrolling_monocytes_08/PM_CD86p_08 | Count,CD86pos_Patrolling_monocytes,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Patrolling_monocytes_08 | Count,PM_CD86p_08/Patrolling_monocytes_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+CD86+CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Monocytes_08/Patrolling_monocytes_08/PM_CD86p_08 | Median (CD86),CD86MFI_CD86pos_Patrolling_monocytes,median intensity,q,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08 | Count,Non_Monocytes,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08 | Count,Non_monocytes_08/Live_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08 | Count,HLADRpos_Non_Monocytes,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08 | Count,HLADRp_08/Non_Monocytes_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08 | Count,HLADRpos_CD16neg_Non_Monocytes,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08 | Count,HLADRp_CD16n_08/Non_monocytes_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08 | Count,Non_pDC_cells,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08 | Count,Non_pDC_08/Non_monocyts_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08 | Count,Myeloid_Dendritic_cells,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08 | Count,mDC_08/Non_pDC_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+HLADR+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08 | Median (hladr),HLADR_MFI_mDCs,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08 | Median (CD86),CD86_MFI_mDCs,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD1c+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC1_08 | Count,cDC1,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08 | Count,mDC1_08/mDCs_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD1c+HLADR+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC1_08 | Median (hladr),HLADR_MFI_cDC1,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD1c+CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC1_08 | Median (CD86),CD86_MFI_cDC1,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD1c+CD86+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC1_08/mDC1_CD86p_08 | Count,CD86pos_cDC1,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC1_08 | Count,mDC1_CD86p_08/mDC1_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD1c+CD86+CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC1_08/mDC1_CD86p_08 | Median (CD86),CD86MFI_CD86pos_cDC1,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD1c-,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC2_08 | Count,cDC2,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08 | Count,mDC2_08/mDCs_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD1c-HLADR+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC2_08 | Median (hladr),HLADR_MFI_cDC2,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD1c-CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC2_08 | Median (CD86),CD86_MFI_cDC2,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD1c-CD86+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC2_08/mDC2_CD86p_08 | Count,CD86pos_cDC2,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC2_08 | Count,mDC2_CD86p_08/mDC2_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD1c-CD86+CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC2_08/mDC2_CD86p_08 | Median (CD86),CD86MFI_CD86pos_cDC2,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD86+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC_CD86p_08 | Count,CD86pos_mDCs,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08 | Count,mDC_CD86p_08/mDCs_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123-CD303-CD11c+CD86+CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/Non_pDC_08/mDC_08/mDC_CD86p_08 | Median (CD86),CD86MFI_CD86pos_mDCs,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123+CD303+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/pDC_08 | Count,Plasmacytoid_Dendritic_cells,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08 | Count,pDC_08/HLADRp_CD16n_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123+CD303+HLADR+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/pDC_08 | Median (hladr),HLADR_MFI_pDCs,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123+CD303+CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/pDC_08 | Median (CD86),CD86_MFI_pDCs,median intensity,NA,NA,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123+CD303+CD86+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/pDC_08/pDC_CD86p_08 | Count,CD86pos_pDCs,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/pDC_08 | Count,pDC_CD86p_08/pDC_08,NA,NA,NA
P8,CD19-CD3-CD14-CD16+HLADR+CD16-CD123+CD303+CD86+CD86+MFI,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/Non-BT_08/Non-monocytes_08/HLADRp_08/HLADRp_CD16n_08/pDC_08/pDC_CD86p_08 | Median (CD86),CD86MFI_CD86pos_pDCs,median intensity,NA,NA,NA,NA,NA
P8,CD3+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/Non_PMN_08/T-Cells_08 | Count,T_cells,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08 | Count,T-Cells_08/Live_08,NA,NA,NA
P8,SSC-A_and_HighCD14+++,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/PMN_08 | Count,PMN_cells,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08 | Count,PMN_08/Live_08,NA,NA,NA
P8,SSC-A_HighCD14+++CD16-,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/PMN_08/Eosinophils_08 | Count,Eosinophils,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08 | Count,Eosinophils_08/Live_08,NA,NA,NA
P8,SSC-A_HighCD14+++CD16+,Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08/PMN_08/Neutrophils_08 | Count,Neutrophils,"fraction, counts per ml of blood",Time_08/Cells_08/Singlets1_08/Singlets2_08/Live_08 | Count,Neutrophils_08/Live_08,NA,NA,NA
P1a,Livecells,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01 | Count,live_cells,"fraction, counts per ml of blood",NA,NA,NA,NA,NA
P1a,CD45+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01 | Count,CD45_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01 | Count,CD45_01/Live_01,NA,NA,NA
P1a,CD45+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01 | Median (Comp-Alexa Fluor 700-A :: null),CD45_MFI,median intensity,NA,NA,NA,NA,NA
P1a,CD45+CD19+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/B_01 | Count,B_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01 | Count,B_01/CD45_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/B_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/B_06 | Count,NA
P1a,CD45+CD19+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/B_01 | Median (Comp-BUV737-A :: null),CD19_MFI_CD45_cells,median intensity,NA,NA,NA,NA,NA
P1a,CD45+CD19+CD27+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/B_01/Memory_B_01 | Count,memory_B_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/B_01 | Count,Memory_B_01/B_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/B_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/B_06 | Count,NA
P1a,CD45+CD19+CD27-,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/B_01/Niv_B_01 | Count,naïve_B_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/B_01 | Count,Niv_B_01/B_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/B_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/B_06 | Count,NA
P1a,CD45+CD19-CD3-,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01 | Count,non_B_non_T_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01 | Count,Non_BT_01/CD45_01,NA,NA,NA
P1a,CD45+CD19-CD3-CD14-CD56+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01 | Count,NK_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01 | Count,NK_01/Non_BT_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NK_06 | Count,NA
P1a,CD45+CD19-CD3-CD14-CD56+CD25+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD25p_01 | Count,CD25pos_NK_Cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01 | Count,NK_CD25p_01/NK_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NK_06 | Count,NA
P1a,CD45+CD19-CD3-CD14-CD56+CD25+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD25p_01 | Median (Comp-PE-A :: null),CD25_MFI_NK_Cells,median intensity,NA,NA,NA,NA,NA
P1a,CD45+CD19-CD3-CD14-CD56+++CD16+-,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56bright_CD16pn | Count,CD56bright_CD16pos_neg_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01 | Count,NK_CD56bright_CD16pn/NK_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NK_06 | Count,NA
P1a,CD45+CD19-CD3-CD14-CD56+++CD16+-NKG2D+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56bright_CD16pn/NK56BrightCD16pn_NKG2Dp_01 | Count,NKG2Dpos_CD56bright_CD16pos_neg_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56bright_CD16pn | Count,NKG2Dp_CD56bright_CD16pn_01/NK_CD56bright_CD16pn_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NK_06 | Count,NA
P1a,CD45+CD19-CD3-CD14-CD56+++CD16+-NKG2D+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56bright_CD16pn/NK56BrightCD16pn_NKG2Dp_01 | Median (Comp-APC-A :: null),NKG2D_MFI_CD56bright_CD16pos_neg_cells,"fraction, counts per ml of blood",NA,NA,NA,NA,NA
P1a,CD45+CD19-CD3-CD14-CD56+++CD16+-CD25+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56bright_CD16pn/NKCD56BrightCD16pn_CD25p_01 | Count,CD25pos_CD56bright_CD16pos_neg_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56bright_CD16pn | Count,CD25p_CD56bright_CD16pn_01/NK_CD56bright_CD16pn_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NK_06 | Count,NA
P1a,CD45+CD19-CD3-CD14-CD56+++CD16+-CD25+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56bright_CD16pn/NKCD56BrightCD16pn_CD25p_01 | Median (Comp-PE-A :: null),CD25_MFI_CD56bright_CD16pos_neg_cells,median intensity,NA,NA,NA,NA,NA
P1a,CD45+CD19-CD3-CD14-CD56+++CD16+-CD103+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56bright_CD16pn/NKCD56BrightCD16pn_CD103p_01 | Count,CD103pos_CD56bright_CD16pos_neg_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56bright_CD16pn | Count,CD103p_CD56bright_CD16pn_01/NK_CD56bright_CD16pn_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NK_06 | Count,NA
P1a,CD45+CD19-CD3-CD14-CD56+++CD16+-CD103+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56bright_CD16pn/NKCD56BrightCD16pn_CD103p_01 | Median (Comp-BV421-A :: null),CD103_MFI_CD56bright_CD16pos_neg_cells,median intensity,NA,NA,NA,NA,NA
P1a,CD45+CD19-CD3-CD14-CD56++CD16+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56int_CD16p | Count,CD56dim_CD16pos_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01 | Count,NK_CD56int_CD16p/NK_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NK_06 | Count,NA
P1a,CD45+CD19-CD3-CD14-CD56++CD16+NKG2D+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56int_CD16p/NK56dimCD16p_NKG2Dp_01 | Count,NKG2Dpos_CD56dim_CD16pos_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56int_CD16p | Count,NKG2Dp_CD56int_CD16p_01/NK_CD56int_CD16p_01,NA,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NK_06 | Count,NA
P1a,CD45+CD19-CD3-CD14-CD56++CD16+NKG2D+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/NK_01/NK_CD56int_CD16p/NK56dimCD16p_NKG2Dp_01 | Median (Comp-APC-A :: null),NKG2D_MFI_CD56dim_CD16pos_cells,median intensity,NA,NA,NA,NA,NA
